HBWv5_BL_Sequence,HBWv5_BL_Scientific_name,AVONET_BirdLife_AvibaseID1,Egg,Cooperative
6856,Metabolus godeffroyi,AVIBASE-5280B180,3.190305107,0
6857,Metabolus rugensis,AVIBASE-5159D2D4,5.05815322,NA
6858,Trochocercus bivittatus,AVIBASE-BDEB541C,1.45,0
6859,Trochocercus cyanomelas,AVIBASE-83DD8D4D,1.45,0
6860,Trochocercus nitens,AVIBASE-3800DCCF,1.78,0
6861,Hypothymis azurea,AVIBASE-0AC5BA0A,1.67,0
6862,Hypothymis puella,AVIBASE-289B069F,1.67,0
6863,Hypothymis helenae,AVIBASE-9E86EF25,1.642253305,0
6864,Hypothymis coelestis,AVIBASE-86A673A1,2.045317555,0
6865,Terpsiphone unirufa,AVIBASE-3B5524EA,2.696010553,0
6866,Terpsiphone cinnamomea,AVIBASE-4448F204,2.696010553,0
6867,Terpsiphone cyanescens,AVIBASE-8BEC2BCA,3.060132328,0
6868,Terpsiphone atrocaudata,AVIBASE-11453A98,2.535850403,0
6869,Terpsiphone corvina,AVIBASE-0CD6A922,2.471638155,NA
6870,Terpsiphone bourbonnensis,AVIBASE-3E4F1ABF,1.75331846,0
6871,Terpsiphone paradisi,AVIBASE-71AE2656,2.4,0
6872,Terpsiphone incei,AVIBASE-D293082B,2.4,0
6873,Terpsiphone affinis,AVIBASE-763511B2,2.4,0
6874,Terpsiphone floris,AVIBASE-18D4C1C6,2.4,0
6875,Terpsiphone mutata,AVIBASE-A3A90C35,1.8,0
6876,Terpsiphone atrochalybeia,AVIBASE-5E520F9D,1.900923806,0
6877,Terpsiphone viridis,AVIBASE-75AAC17B,1.9,0
6878,Terpsiphone rufocinerea,AVIBASE-B05E0721,1.87,0
6879,Terpsiphone batesi,AVIBASE-67C09E17,1.87,0
6880,Terpsiphone rufiventer,AVIBASE-0EDEEB49,2.26,0
6881,Terpsiphone bedfordi,AVIBASE-6E2957C6,2.227523877,0
6882,Platylophus galericulatus,AVIBASE-0C6B4B57,5.741738577,0
6883,Corvinella corvina,AVIBASE-E44FAD6F,4.195,1
6884,Urolestes melanoleucus,AVIBASE-56A7F384,5.5,1
6885,Eurocephalus ruppelli,AVIBASE-866D07A0,6.3,1
6886,Eurocephalus anguitimens,AVIBASE-02C6C2ED,6.11,1
6887,Lanius tigrinus,AVIBASE-73643138,3.311723469,0
6888,Lanius souzae,AVIBASE-94A446EA,2.9,0
6889,Lanius bucephalus,AVIBASE-A4C59A23,3.985039142,0
6890,Lanius cristatus,AVIBASE-E4968582,3.2,0
6891,Lanius collurio,AVIBASE-F2CEFD1A,3.15,0
6892,Lanius phoenicuroides,AVIBASE-EE7915A2,3.15,0
6893,Lanius isabellinus,AVIBASE-97166F72,3.15,0
6894,Lanius collurioides,AVIBASE-EA411063,3.044874519,0
6895,Lanius gubernator,AVIBASE-26DE1233,2.876922864,0
6896,Lanius vittatus,AVIBASE-FED81571,2.9,0
6897,Lanius schach,AVIBASE-69FC190B,4.4,0
6898,Lanius tephronotus,AVIBASE-DB5F2609,4.4,0
6899,Lanius validirostris,AVIBASE-314A1AB9,3.794050388,0
6900,Lanius mackinnoni,AVIBASE-72387112,3.35,0
6901,Lanius minor,AVIBASE-8852337B,4.3,0
6902,Lanius ludovicianus,AVIBASE-36171C2B,4.54,0
6903,Lanius sphenocercus,AVIBASE-7DEB77F3,6.220960609,0
6904,Lanius giganteus,AVIBASE-A804EABE,6.220960609,0
6905,Lanius borealis,AVIBASE-76158864,5.3,0
6906,Lanius excubitor,AVIBASE-DB2501EE,5.3,0
6907,Lanius meridionalis,AVIBASE-EDE09959,5.3,0
6908,Lanius excubitoroides,AVIBASE-02B6A30C,4.24,1
6909,Lanius cabanisi,AVIBASE-836EDA33,4.6,1
6910,Lanius dorsalis,AVIBASE-64772F0F,4.395206912,0
6911,Lanius somalicus,AVIBASE-F7932185,4.2,0
6912,Lanius collaris,AVIBASE-66977B6C,3.825,0
6913,Lanius newtoni,AVIBASE-892BF67B,2.800251215,0
6914,Lanius senator,AVIBASE-7E70D490,3.4,0
6915,Lanius nubicus,AVIBASE-E90CC64A,2.65,0
6916,Platysmurus leucopterus,AVIBASE-26DBCCE0,9.820653008,0
6917,Platysmurus aterrimus,AVIBASE-93908467,9.820653008,0
6918,Temnurus temnurus,AVIBASE-8D4720DA,8.565489808,0
6919,Crypsirina temia,AVIBASE-A1807D70,8.97021534,0
6920,Crypsirina cucullata,AVIBASE-45BED67C,8.97021534,0
6921,Dendrocitta vagabunda,AVIBASE-959E1633,6.8,0
6922,Dendrocitta formosae,AVIBASE-81FFAAC2,6.7,0
6923,Dendrocitta occipitalis,AVIBASE-BF723D53,6.52165458,0
6924,Dendrocitta cinerascens,AVIBASE-1DF3553B,6.52165458,0
6925,Dendrocitta leucogastra,AVIBASE-C7567600,6.2,0
6926,Dendrocitta frontalis,AVIBASE-DDA66E07,6.771001925,0
6927,Dendrocitta bayleii,AVIBASE-A26B2BBB,5.4,0
6928,Pyrrhocorax pyrrhocorax,AVIBASE-18D2C42A,16.25,0
6929,Pyrrhocorax graculus,AVIBASE-45B512E2,15.05,0
6930,Urocissa ornata,AVIBASE-326EA4E0,8.5,1
6931,Urocissa caerulea,AVIBASE-5B15BB69,12.27496022,1
6932,Urocissa flavirostris,AVIBASE-CEBD0625,9.3,1
6933,Urocissa erythroryncha,AVIBASE-76C44D5A,10,1
6934,Urocissa xanthomelana,AVIBASE-99F2C234,9.69338043,1
6935,Urocissa whiteheadi,AVIBASE-F24832F2,9.69338043,1
6936,Cissa chinensis,AVIBASE-ED4011E9,8.1,0
6937,Cissa hypoleuca,AVIBASE-63D31D90,8.452005831,0
6938,Cissa thalassina,AVIBASE-7DDA43DF,9.222173078,0
6939,Cissa jefferyi,AVIBASE-7B4271FE,NA,0
6940,Perisoreus canadensis,AVIBASE-69A6E32F,6.7,0
6941,Perisoreus infaustus,AVIBASE-43E62467,7.5,0
6942,Perisoreus internigrans,AVIBASE-19033BD5,6.933694593,1
6943,Cyanopica cooki,AVIBASE-D30A8AE1,5.6,1
6944,Cyanopica cyanus,AVIBASE-659D6E44,5.6,1
6945,Garrulus glandarius,AVIBASE-3B86B35F,8.375,0
6946,Garrulus bispecularis,AVIBASE-5CF943E7,8.375,0
6947,Garrulus leucotis,AVIBASE-365E104E,8.375,0
6948,Garrulus lanceolatus,AVIBASE-F282B48C,7.2,0
6949,Garrulus lidthi,AVIBASE-81DD5700,7.929955911,1
6950,Zavattariornis stresemanni,AVIBASE-D083CE58,5.9,1
6951,Ptilostomus afer,AVIBASE-4C35510F,7.2,1
6952,Podoces hendersoni,AVIBASE-AF49B4CF,5.5,0
6953,Podoces biddulphi,AVIBASE-D0BB7612,7.119053095,0
6954,Podoces panderi,AVIBASE-3137BF2B,5.6,0
6955,Podoces pleskei,AVIBASE-6F3A7C95,6.239281988,0
6956,Pica pica,AVIBASE-48CE29C5,9.9,0
6957,Pica mauritanica,AVIBASE-3FA7E460,9.9,0
6958,Pica asirensis,AVIBASE-381534F5,9.9,0
6959,Pica hudsonia,AVIBASE-640D71AA,9.9,0
6960,Pica nutalli,AVIBASE-538A9CA7,8.1,0
6961,Nucifraga columbiana,AVIBASE-D1FC2D6B,9.1,0
6962,Nucifraga caryocatactes,AVIBASE-D9B001DF,10.7,0
6963,Nucifraga hemispila,AVIBASE-2AF8ECCE,10.7,0
6964,Nucifraga multipunctata,AVIBASE-8D0D1D1C,10.7,0
6965,Corvus dauuricus,AVIBASE-9F784AB1,11.4,0
6966,Corvus monedula,AVIBASE-D4C32F8E,11.3,0
6967,Corvus nasicus,AVIBASE-4B69D1CC,16.77999192,0
6968,Corvus jamaicensis,AVIBASE-58AEF90C,14.60750676,0
6969,Corvus leucognaphalus,AVIBASE-CC4B3F51,18.79572571,0
6970,Corvus capensis,AVIBASE-562E17AB,22.3,0
6971,Corvus ossifragus,AVIBASE-43E56D2C,14.1,1
6972,Corvus sinaloae,AVIBASE-A1C7E620,11.8767657,0
6973,Corvus imparatus,AVIBASE-AFDBC76B,11.04723651,0
6974,Corvus palmarum,AVIBASE-FC9516DF,13.22766162,0
6975,Corvus hawaiiensis,AVIBASE-2CDECD36,20.6,1
6976,Corvus frugilegus,AVIBASE-1078FFEA,16,0
6977,Corvus crassirostris,AVIBASE-4C6B515D,30.1,0
6978,Corvus albicollis,AVIBASE-EA326EA2,30.1,0
6979,Corvus corax,AVIBASE-B9B272F4,28.8,0
6980,Corvus cryptoleucus,AVIBASE-F3B84E07,21,0
6981,Corvus ruficollis,AVIBASE-F2024545,22.45,0
6982,Corvus edithae,AVIBASE-9DBAAB1D,22.45,NA
6983,Corvus albus,AVIBASE-34D538E1,21.8,0
6984,Corvus rhipidurus,AVIBASE-32C216E2,21.8,0
6985,Corvus brachyrhynchos,AVIBASE-9E9F2476,17.9,1
6986,Corvus caurinus,AVIBASE-2F784967,16.7,1
6987,Corvus corone,AVIBASE-E4EE9AC4,19.55,1
6988,Corvus pectoralis,AVIBASE-BD63FF46,17.91614619,0
6989,Corvus florensis,AVIBASE-CE62EFDD,18.79572571,0
6990,Corvus typicus,AVIBASE-927A64D1,18.79572571,0
6991,Corvus unicolor,AVIBASE-8D44B0A0,12.8,0
6992,Corvus enca,AVIBASE-C195CB92,12.8,0
6993,Corvus violaceus,AVIBASE-7D09E879,12.8,0
6994,Corvus validus,AVIBASE-11715120,18.79572571,0
6995,Corvus moneduloides,AVIBASE-985A5F40,13.80403568,0
6996,Corvus meeki,AVIBASE-667E6F77,18.00828891,0
6997,Corvus woodfordi,AVIBASE-ACCF9106,18.00828891,0
6998,Corvus fuscicapillus,AVIBASE-EC8ED8A4,18.79572571,0
6999,Corvus tristis,AVIBASE-63AF4DB2,21.83294754,0
7000,Corvus insularis,AVIBASE-30485389,17.4,0
7001,Corvus orru,AVIBASE-3E47E56F,17.4,0
7002,Corvus bennetti,AVIBASE-4DADACA1,15.3,0
7003,Corvus mellori,AVIBASE-DE78C792,19.61759426,0
7004,Corvus tasmanicus,AVIBASE-2CABE055,22,0
7005,Corvus coronoides,AVIBASE-1D45897E,22,0
7006,Corvus splendens,AVIBASE-39868903,13.7,0
7007,Corvus macrorhynchos,AVIBASE-F4C4F838,18.3,0
7008,Corvus kubaryi,AVIBASE-1EF8429F,11.97640309,0
7009,Cyanolyca mirabilis,AVIBASE-932A34CA,4.461009072,1
7010,Cyanolyca nanus,AVIBASE-945C18FA,3.845499064,0
7011,Cyanolyca pumilo,AVIBASE-642F6054,4.162832472,1
7012,Cyanolyca argentigula,AVIBASE-A804CFF2,8.051757292,1
7013,Cyanolyca pulchra,AVIBASE-9C916E02,6.900239461,1
7014,Cyanolyca cucullata,AVIBASE-F87415DC,6.480682089,1
7015,Cyanolyca quindiuna,AVIBASE-0754FD7D,10.46410469,1
7016,Cyanolyca armillata,AVIBASE-2308B348,10.46410469,1
7017,Cyanolyca turcosa,AVIBASE-0844621D,7.837517798,1
7018,Cyanolyca viridicyanus,AVIBASE-C0A71EF3,7.837517798,1
7019,Gymnorhinus cyanocephalus,AVIBASE-A6905B3C,7,1
7020,Aphelocoma unicolor,AVIBASE-9E9E1171,7.778011641,1
7021,Aphelocoma wollweberi,AVIBASE-56B8CE7A,7.9,1
7022,Aphelocoma ultramarina,AVIBASE-8A6D655E,7.9,1
7023,Aphelocoma coerulescens,AVIBASE-D78D24B9,5.8,1
7024,Aphelocoma californica,AVIBASE-E5BA8469,6.05,1
7025,Cyanocitta cristata,AVIBASE-1DA430B8,5.95,0
7026,Cyanocitta stelleri,AVIBASE-2225D685,8.05,0
7027,Cyanocorax violaceus,AVIBASE-6D69986E,12.42701829,1
7028,Cyanocorax cyanomelas,AVIBASE-F39AEC44,10.94088769,1
7029,Cyanocorax cristatellus,AVIBASE-85FA7893,9.716138661,1
7030,Cyanocorax coeruleus,AVIBASE-D435058A,12.7274782,1
7031,Cyanocorax morio,AVIBASE-AD6BFD7E,10.55,1
7032,Cyanocorax colliei,AVIBASE-0E51C3D5,11.2317242,1
7033,Cyanocorax formosus,AVIBASE-F0B23CDA,10.79434992,1
7034,Cyanocorax yncas,AVIBASE-361B447A,6.7,1
7035,Cyanocorax mystacalis,AVIBASE-B3CB727E,8.9,1
7036,Cyanocorax dickeyi,AVIBASE-735CC47C,9.733242393,1
7037,Cyanocorax affinis,AVIBASE-C63A2BBF,10.8,1
7038,Cyanocorax heilprini,AVIBASE-40FA7C73,9.268244188,1
7039,Cyanocorax hafferi,AVIBASE-7629D2C2,9.268244188,1
7040,Cyanocorax cyanopogon,AVIBASE-70FE041E,8.97021534,1
7041,Cyanocorax chrysops,AVIBASE-5A64A7E7,9.150812663,1
7042,Cyanocorax cayanus,AVIBASE-9E218A3A,9.611327789,1
7043,Cyanocorax melanocyaneus,AVIBASE-F4C0C70B,6.77397978,1
7044,Cyanocorax yucatanicus,AVIBASE-6462D4B8,7.479511981,1
7045,Cyanocorax sanblasianus,AVIBASE-DB6DC76D,7.4,1
7046,Cyanocorax beecheii,AVIBASE-97E7CC5E,10.26360411,1
7047,Melampitta lugubris,AVIBASE-3F1AEE95,4.015945203,0
7048,Megalampitta gigantea,AVIBASE-587D3DB6,12.74896642,0
7049,Corcorax melanorhamphos,AVIBASE-D7FD3046,16.9,1
7050,Struthidea cinerea,AVIBASE-5811EC08,6.9,1
7051,Lycocorax pyrrhopterus,AVIBASE-EED2D4AE,14.78573319,0
7052,Lycocorax obiensis,AVIBASE-4BD91D48,14.78573319,0
7053,Phonygammus keraudrenii,AVIBASE-2B543348,10.6,0
7054,Manucodia ater,AVIBASE-A841C913,13.5,0
7055,Manucodia jobiensis,AVIBASE-8563ADE6,12.97431554,0
7056,Manucodia chalybatus,AVIBASE-80BAF2B9,12.9,0
7057,Manucodia comrii,AVIBASE-657BF6D8,17.91363591,0
7058,Pteridophora alberti,AVIBASE-299479DE,8.552141686,0
7059,Parotia carolae,AVIBASE-2CEE58D1,10.87255486,0
7060,Parotia sefilata,AVIBASE-9E0C32C5,11.98588382,0
7061,Parotia wahnesi,AVIBASE-29679CC7,11.14227337,0
7062,Parotia lawesii,AVIBASE-5F5A22B4,12.6,0
7063,Parotia berlepschi,AVIBASE-60679E85,10.87255486,0
7064,Seleucidis melanoleucus,AVIBASE-0EB8052B,14.7,0
7065,Drepanornis albertisi,AVIBASE-B6F1F3D3,8.8,0
7066,Drepanornis bruijnii,AVIBASE-7EF41BE0,11.11747948,0
7067,Semioptera wallacii,AVIBASE-5B56D6BE,10.47072392,0
7068,Lophorina paradisea,AVIBASE-612E3B48,9.8,0
7069,Lophorina victoriae,AVIBASE-A19AD1E4,8.529491366,0
7070,Lophorina superba,AVIBASE-54154974,8.1,0
7071,Lophorina feminina,AVIBASE-0B08DF8F,8.1,0
7072,Lophorina minor,AVIBASE-847EFC94,NA,0
7073,Lophorina magnifica,AVIBASE-D3B4EDA8,9.95,0
7074,Lophorina intercedens,AVIBASE-4A27D2EB,9.95,0
7075,Epimachus fastosus,AVIBASE-7F57334C,13.59713648,0
7076,Epimachus meyeri,AVIBASE-6117EEE5,13.8,0
7077,Paradigalla carunculata,AVIBASE-F911AF79,11.64375118,0
7078,Paradigalla brevicauda,AVIBASE-1444D04F,11.64375118,0
7079,Astrapia nigra,AVIBASE-58CC9EE3,12.25718843,0
7080,Astrapia splendidissima,AVIBASE-AAC25028,10.27268767,0
7081,Astrapia rothschildi,AVIBASE-2B6125A5,13.5,0
7082,Astrapia stephaniae,AVIBASE-81167821,10.99200284,0
7083,Astrapia mayeri,AVIBASE-8F49F932,10.6307704,0
7084,Cicinnurus regius,AVIBASE-77A0EB9D,6.3,0
7085,Cicinnurus magnificus,AVIBASE-249364E0,8.6,0
7086,Cicinnurus respublica,AVIBASE-1B03A722,7.207153239,0
7087,Paradisornis rudolphi,AVIBASE-4EF0FE4A,11.35586874,0
7088,Paradisaea guilielmi,AVIBASE-24369C90,12.4,0
7089,Paradisaea rubra,AVIBASE-2215C01D,10.7,0
7090,Paradisaea decora,AVIBASE-E7BFC77A,13.56975867,0
7091,Paradisaea minor,AVIBASE-A5CF883E,12.4,0
7092,Paradisaea apoda,AVIBASE-4977903D,12.2,0
7093,Paradisaea raggiana,AVIBASE-BD094FE6,12.2,0
7094,Callaeas wilsoni,AVIBASE-ED48C659,14.7,0
7095,Callaeas cinereus,AVIBASE-E35FC5B7,14.7,0
7096,Philesturnus rufusater,AVIBASE-431D32F7,7.6,0
7097,Philesturnus carunculatus,AVIBASE-FED78DF7,7.6,0
7098,Heteralocha acutirostris,#N/A,NA,NA
7099,Notiomystis cincta,AVIBASE-8A8E833D,3.1,1
7100,Melanocharis arfakiana,AVIBASE-30AA9CB6,2.090226809,0
7101,Melanocharis nigra,AVIBASE-98A83626,1.689657495,0
7102,Melanocharis longicauda,AVIBASE-9ABE8154,1.477216364,0
7103,Melanocharis versteri,AVIBASE-DE3D9993,1.565196954,0
7104,Melanocharis striativentris,AVIBASE-4695BA79,2.209838102,0
7105,Rhamphocharis crassirostris,AVIBASE-2D12BAFB,2.123467678,0
7106,Rhamphocharis piperata,AVIBASE-23BC4AD7,2.123467678,0
7107,Oedistoma iliolophus,AVIBASE-9861C51E,1.477216364,0
7108,Oedistoma pygmaeum,AVIBASE-18A38979,0.924727127,0
7109,Toxorhamphus novaeguineae,AVIBASE-B6FE975F,1.759875243,0
7110,Toxorhamphus poliopterus,AVIBASE-8A30D607,4.15,0
7111,Cnemophilus loriae,AVIBASE-C7F446FC,8.019750576,0
7112,Cnemophilus sanguineus,AVIBASE-1C650121,9.166501566,0
7113,Cnemophilus macgregorii,AVIBASE-BB600C12,9.166501566,0
7114,Loboparadisea sericea,AVIBASE-1ED4FB4F,6.799249638,0
7115,Picathartes gymnocephalus,AVIBASE-30365337,15.2,0
7116,Picathartes oreas,AVIBASE-C9B244E1,15.9,0
7117,Eupetes macrocerus,AVIBASE-BC5165E4,7.567745178,0
7118,Chaetops frenatus,AVIBASE-EE344F3D,5.94,1
7119,Chaetops aurantius,AVIBASE-CB9159AF,5.94,NA
7120,Amalocichla sclateriana,AVIBASE-90FA38FF,3.94382202,0
7121,Amalocichla incerta,AVIBASE-F6555990,5.24,0
7122,Pachycephalopsis hattamensis,AVIBASE-096C4DA1,3.99595132,0
7123,Pachycephalopsis poliosoma,AVIBASE-3907E9E9,4.223109293,0
7124,Eugerygone rubra,AVIBASE-92AA62A0,1.381297103,0
7125,Petroica bivittata,AVIBASE-C752BDF3,1.454532525,0
7126,Petroica archboldi,AVIBASE-D7B7C65F,1.829990449,0
7127,Petroica rosea,AVIBASE-8CB75D93,1.48,0
7128,Petroica rodinogaster,AVIBASE-517E978A,1.9,0
7129,Petroica phoenicea,AVIBASE-D3766504,2.08,0
7130,Petroica boodang,AVIBASE-082099D1,1.52,0
7131,Petroica pusilla,AVIBASE-757B71A3,1.52,0
7132,Petroica multicolor,AVIBASE-CC3C088D,1.52,0
7133,Petroica goodenovii,AVIBASE-A70DE4FC,1.35,0
7134,Petroica macrocephala,AVIBASE-F69C1AC7,2.08,0
7135,Petroica dannefaerdi,AVIBASE-94D6C03B,2.08,0
7136,Petroica traversi,AVIBASE-329E7E89,2.989210474,NA
7137,Petroica longipes,AVIBASE-1E93BEE8,4.5,0
7138,Petroica australis,AVIBASE-658EF0D7,4.5,0
7139,Kempiella griseoceps,AVIBASE-413503AF,1.644657209,0
7140,Kempiella flavovirescens,AVIBASE-FD1036BD,2.091477176,0
7141,Devioeca papuana,AVIBASE-4746C823,2.069907103,0
7142,Cryptomicroeca flaviventris,AVIBASE-ABDDA6D0,1.889103701,1
7143,Monachella muelleriana,AVIBASE-06999DE0,3.119542163,1
7144,Monachella coultasi,AVIBASE-CCB5FC35,3.119542163,1
7145,Microeca tormenti,AVIBASE-8BDC8B1F,1.8,1
7146,Microeca flavigaster,AVIBASE-ACCAFEAD,1.8,1
7147,Microeca hemixantha,AVIBASE-00A4E68D,1.988231825,0
7148,Microeca fascinans,AVIBASE-C5A5486E,2.108166334,1
7149,Drymodes beccarii,AVIBASE-89BA2C94,4,0
7150,Drymodes superciliaris,AVIBASE-5FB7840A,4,0
7151,Drymodes brunneopygia,AVIBASE-0608D05C,4.36,0
7152,Plesiodryas albonotata,AVIBASE-553BC5D4,4.343736786,0
7153,Poecilodryas brachyura,AVIBASE-789991C9,3.140634076,0
7154,Poecilodryas hypoleuca,AVIBASE-A4623B67,2.573348617,0
7155,Poecilodryas superciliosa,AVIBASE-09BEFD87,2.04,0
7156,Poecilodryas cerviniventris,AVIBASE-055E5B40,2.04,NA
7157,Heteromyias albispecularis,AVIBASE-1A2A03C3,4.2,0
7158,Heteromyias armiti,AVIBASE-0B0E50E0,4.2,0
7159,Heteromyias cinereifrons,AVIBASE-6C122D2F,4.2,0
7160,Gennaeodryas placens,AVIBASE-355D96C0,3.177751384,0
7161,Eopsaltria australis,AVIBASE-FB313820,2.73,1
7162,Eopsaltria griseogularis,AVIBASE-6BD534AC,2.73,1
7163,Quoyornis georgianus,AVIBASE-F5B2C19F,2.59,1
7164,Tregellasia leucops,AVIBASE-8AF3DD10,2.2,1
7165,Tregellasia capito,AVIBASE-42D29B35,2.3,1
7166,Melanodryas cucullata,AVIBASE-547BFE9C,2.9,1
7167,Melanodryas vittata,AVIBASE-F3FC656C,3.19,1
7168,Peneothello sigillata,AVIBASE-456CEEC0,2.902685946,0
7169,Peneothello cryptoleuca,AVIBASE-9B423379,2.538461786,0
7170,Peneothello cyanus,AVIBASE-D9B11F63,3.084170349,0
7171,Peneothello bimaculata,AVIBASE-08F565B0,3.252745126,0
7172,Peneoenanthe pulverulenta,AVIBASE-F87556C7,2.24,1
7173,Hyliota flavigaster,AVIBASE-0F82D614,1.53,0
7174,Hyliota usambara,AVIBASE-BC190F25,1.26,NA
7175,Hyliota australis,AVIBASE-F840409E,1.26,0
7176,Hyliota violacea,AVIBASE-9187C7FC,2.009688492,0
7177,Stenostira scita,AVIBASE-D6F5D224,1.02,0
7178,Chelidorhynx hypoxanthus,AVIBASE-CF0C0E5D,0.97,0
7179,Culicicapa ceylonensis,AVIBASE-D9B57BA4,1.16,0
7180,Culicicapa helianthea,AVIBASE-15D49464,1.262246296,0
7181,Elminia nigromitrata,AVIBASE-B01090EF,1.36,0
7182,Elminia albonotata,AVIBASE-18ED7458,1.65,0
7183,Elminia albiventris,AVIBASE-329CF549,1.29,0
7184,Elminia longicauda,AVIBASE-56209052,1.26,1
7185,Elminia albicauda,AVIBASE-DB5D1D17,1.28,1
7186,Cephalopyrus flammiceps,AVIBASE-501296F9,0.915791006,0
7187,Sylviparus modestus,AVIBASE-02CF8BF8,1.011489786,0
7188,Melanochlora sultanea,AVIBASE-2D6E3DBD,2.6,0
7189,Pardaliparus venustulus,AVIBASE-219D942F,1.284609997,0
7190,Pardaliparus elegans,AVIBASE-EF7D309C,1.398293771,0
7191,Pardaliparus amabilis,AVIBASE-15DACC11,1.373386182,0
7192,Periparus ater,AVIBASE-166CD440,1.08,0
7193,Periparus rufonuchalis,AVIBASE-59DFB1CC,1.635,0
7194,Periparus rubidiventris,AVIBASE-D5567296,1.07,0
7195,Baeolophus wollweberi,AVIBASE-4CB87DBB,1.32,1
7196,Baeolophus bicolor,AVIBASE-B488AB70,1.9,1
7197,Baeolophus atricristatus,AVIBASE-66698D9B,1.9,0
7198,Baeolophus ridgwayi,AVIBASE-E366AB90,1.57,0
7199,Baeolophus inornatus,AVIBASE-715D4DDE,1.57,0
7200,Lophophanes dichrous,AVIBASE-85491713,1.43,0
7201,Lophophanes cristatus,AVIBASE-E5531933,1.31,0
7202,Sittiparus semilarvatus,AVIBASE-5A832370,1.708424676,0
7203,Sittiparus varius,AVIBASE-B061340F,1.73,0
7204,Sittiparus owstoni,AVIBASE-3A79F96B,1.73,0
7205,Sittiparus olivaceus,AVIBASE-9ECF04CD,1.73,0
7206,Sittiparus castaneoventris,AVIBASE-73CC2EE9,1.73,0
7207,Poecile superciliosus,AVIBASE-7C21AB68,1.279096336,0
7208,Poecile lugubris,AVIBASE-CEC34DA4,1.69,0
7209,Poecile hyrcanus,AVIBASE-C3670DBE,1.69,0
7210,Poecile davidi,AVIBASE-057C6607,1.267945112,0
7211,Poecile palustris,AVIBASE-523763E5,1.24,0
7212,Poecile hypermelaenus,AVIBASE-A14068AA,1.24,NA
7213,Poecile montanus,AVIBASE-F963401E,1.245,0
7214,Poecile weigoldicus,AVIBASE-F87BD3E7,1.245,0
7215,Poecile carolinensis,AVIBASE-F941AAD3,1.02,0
7216,Poecile atricapillus,AVIBASE-B1F0CC82,1.16,0
7217,Poecile gambeli,AVIBASE-DE0971C1,1.275,0
7218,Poecile sclateri,AVIBASE-E0270E9E,0.9,0
7219,Poecile cinctus,AVIBASE-67504FA2,1.31,0
7220,Poecile hudsonicus,AVIBASE-68887DE7,1.2,0
7221,Poecile rufescens,AVIBASE-FF592882,1.16,0
7222,Cyanistes caeruleus,AVIBASE-9BE53D34,1.14,0
7223,Cyanistes teneriffae,AVIBASE-BE2B80F4,1.14,0
7224,Cyanistes cyanus,AVIBASE-184A6A8E,1.33,0
7225,Pseudopodoces humilis,AVIBASE-BDA1AC35,3.2,0
7226,Parus monticolus,AVIBASE-4E1C5625,1.38,0
7227,Parus major,AVIBASE-1FA19549,1.68,0
7228,Machlolophus nuchalis,AVIBASE-ACF0445B,1.44037168,0
7229,Machlolophus holsti,AVIBASE-171B0084,1.652158807,0
7230,Machlolophus xanthogenys,AVIBASE-BF36A3F8,1.58,0
7231,Machlolophus spilonotus,AVIBASE-AEF498CA,1.77340438,0
7232,Melaniparus rufiventris,AVIBASE-A51F9290,1.68,1
7233,Melaniparus pallidiventris,AVIBASE-1CA37CDE,1.68,1
7234,Melaniparus albiventris,AVIBASE-C8880D28,1.916457795,1
7235,Melaniparus carpi,AVIBASE-CB39188F,1.94,0
7236,Melaniparus niger,AVIBASE-6EF0803B,1.94,1
7237,Melaniparus leucomelas,AVIBASE-BD4E697F,2.01,1
7238,Melaniparus guineensis,AVIBASE-5C70AA7D,2.01,1
7239,Melaniparus funereus,AVIBASE-5C54F8C9,1.9,1
7240,Melaniparus griseiventris,AVIBASE-CC1DF030,1.72,0
7241,Melaniparus fasciiventer,AVIBASE-57C44300,1.536131861,1
7242,Melaniparus thruppi,AVIBASE-610FFD8E,2,1
7243,Melaniparus fringillinus,AVIBASE-92FDBAF0,1.6,0
7244,Melaniparus leuconotus,AVIBASE-1A289D90,1.63901364,1
7245,Melaniparus afer,AVIBASE-3814F5D0,2,1
7246,Melaniparus cinerascens,AVIBASE-42478D2D,2,1
7247,Remiz pendulinus,AVIBASE-ABDD6D56,0.95,0
7248,Remiz coronatus,AVIBASE-454B9078,0.95,0
7249,Remiz consobrinus,AVIBASE-6D6870E3,0.95,0
7250,Anthoscopus punctifrons,AVIBASE-5A636137,0.720775473,1
7251,Anthoscopus parvulus,AVIBASE-1ED6D9B4,0.86,1
7252,Anthoscopus musculus,AVIBASE-6F967270,0.66,1
7253,Anthoscopus flavifrons,AVIBASE-515353F2,0.720775473,1
7254,Anthoscopus caroli,AVIBASE-F40D02B2,0.67,1
7255,Anthoscopus sylviella,AVIBASE-6E9DA935,0.67,1
7256,Anthoscopus minutus,AVIBASE-E6239363,0.71,1
7257,Auriparus flaviceps,AVIBASE-A5EFA84D,0.98,0
7258,Alaemon alaudipes,AVIBASE-3E4513D9,3.625,0
7259,Alaemon hamertoni,AVIBASE-8A913C34,3.23454846,0
7260,Chersomanes albofasciata,AVIBASE-BFCDAB72,2.35,1
7261,Ammomanopsis grayi,AVIBASE-9E0E6D4E,2.55,1
7262,Certhilauda chuana,AVIBASE-3244C204,3.405678097,0
7263,Certhilauda subcoronata,AVIBASE-D08A412B,3.285,NA
